Date : 2025-09-23 21:30:02
Directory : c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy
Total : 51 files,  4029 codes, 483 comments, 801 blanks, all 5313 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\course\CourseHero.tsx                       | TypeScript JSX     |          2 |          0 |          0 |          2 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\course\__tests__\CourseHero.test.tsx        | TypeScript JSX     |        -89 |         -7 |        -20 |       -116 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\course\__tests__\ModuleList.test.tsx        | TypeScript JSX     |       -141 |        -10 |        -32 |       -183 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\course\__tests__\integration.test.tsx       | TypeScript JSX     |       -212 |        -23 |        -36 |       -271 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\debug\ProgressDebugPanel.tsx                | TypeScript JSX     |          6 |          4 |          0 |         10 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\lesson\Comments.tsx                         | TypeScript JSX     |          5 |          0 |          1 |          6 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\lesson\LessonPlayer.stories.tsx             | TypeScript JSX     |          8 |          6 |          0 |         14 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\lesson\LessonSidebar.tsx                    | TypeScript JSX     |          0 |          1 |          0 |          1 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\lesson\LessonViewer.tsx                     | TypeScript JSX     |          1 |          1 |          0 |          2 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\lesson\__tests__\LessonPlayer.test.tsx      | TypeScript JSX     |       -119 |        -11 |        -27 |       -157 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\BalanceBadge.tsx                         | TypeScript JSX     |        352 |         55 |         28 |        435 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\ClientBalanceBadge.tsx                   | TypeScript JSX     |         24 |          5 |          9 |         38 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\ProgressRadial.tsx                       | TypeScript JSX     |         -2 |          0 |          0 |         -2 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\use-toast.ts                             | TypeScript         |         33 |          5 |         11 |         49 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\hooks\use-mobile.ts                                    | TypeScript         |          2 |          2 |          5 |          9 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\hooks\useBalances.tsx                                  | TypeScript JSX     |        288 |         91 |         64 |        443 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\hooks\useOptimizedProgress.ts                          | TypeScript         |          5 |          0 |          0 |          5 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\format-currency.ts                                 | TypeScript         |         19 |          5 |          5 |         29 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\finance.ts                                       | TypeScript         |        287 |         33 |         41 |        361 |
| c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\tsconfig.json                                              | JSON with Comments |          1 |          0 |          0 |          1 |
| Total                                                                                                               |                    |      4,029 |        483 |        801 |      5,313 |
+---------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
